Operation Number,Operation Region,Operation Name,Operation Name (Number),Address Line 1,Address Line 2,City,Zip Code,County,Operation Type,Capacity,Permit Issue Date,Today,Dt Load Process,Effective Date 1/1/22,Operating Status 1/1/22,Permit Status 1/1/22,Effective Date 1/8/22,Operating Status 1/8/22,Permit Status 1/8/22,Effective Date 1/15/22,Operating Status 1/15/22,Permit Status 1/15/22,Effective Date 1/22/22,Operating Status 1/22/22,Permit Status 1/22/22,Effective Date 1/29/22,Operating Status 1/29/22,Permit Status 1/29/22
1395007,6,Building Rainbows-Tomball,Building Rainbows-Tomball (1395007),910 VILLAGE SQUARE DR,,TOMBALL,77375,HARRIS,Licensed Center - Child Care Program,200,4/27/12,3/2/22,2/7/22,2/22/21,Y,Full,,,,,,,,,,,,
1395366,6,La Edad De Oro,La Edad De Oro (1395366),20223 SUNSET RANCH DR,,KATY,77449,HARRIS,Licensed Child-Care Home,12,6/8/12,3/2/22,2/7/22,1/11/12,Y,Full,,,,,,,,,,,,
1395446,6,A Step Above Preparatory Academy Inc.,A Step Above Preparatory Academy Inc. (1395446),5203 FM 521 RD,,ARCOLA,77583,FORT BEND,Licensed Center - Child Care Program,95,1/17/12,3/2/22,2/7/22,12/6/11,Y,Full,,,,,,,,,,,,
1395566,3,Becky's Playhouse,Becky's Playhouse (1395566),1623 CHAPMAN ST,,CEDAR HILL,75104,DALLAS,Licensed Child-Care Home,12,5/24/12,3/2/22,2/7/22,12/1/11,Y,Full,,,,,,,,,,,,
1395926,3,Dorothy Williams,Dorothy Williams (1395926),4812 RICHARDS TER,,FORT WORTH,76115,TARRANT,Listed Family Home,3,11/29/11,3/2/22,2/7/22,7/5/18,Y,Full,,,,,,,,,,,,
1396306,3,Rose Family Daycare,Rose Family Daycare (1396306),1805 AZALEA DR,,SAVANNAH,76227,DENTON,Licensed Child-Care Home,12,6/26/12,3/2/22,2/7/22,1/25/12,Y,Full,,,,,,,,,,,,
1396366,3,Jacquelyn Wilson,Jacquelyn Wilson (1396366),2535 TOLER LN,,IRVING,75062,DALLAS,Registered Child-Care Home,12,12/28/11,3/2/22,2/7/22,12/28/11,Y,Full,,,,,,,,,,,,
1396906,3,Play N Learn Preschool,Play N Learn Preschool (1396906),3900 GOLIAD DR,,GRANBURY,76048,HOOD,Licensed Child-Care Home,12,5/25/12,3/2/22,2/7/22,12/21/11,Y,Full,,,,,,,,,,,,
1397186,3,Kingdom Kidz Learning Center,Kingdom Kidz Learning Center (1397186),13917 BADGER CREEK DR,,FRISCO,75033,DENTON,Licensed Child-Care Home,12,12/11/12,3/2/22,2/7/22,12/19/11,Y,Full,,,,,,,,,,,,
1397446,10,Nicky & Claires Daycare,Nicky & Claires Daycare (1397446),1600 N COPIA ST,,EL PASO,79903,EL PASO,Licensed Center - Child Care Program,82,12/22/11,3/2/22,2/7/22,12/22/11,Y,Full,,,,,,,,,,,,
1397527,3,Jeanette Saunders,Jeanette Saunders (1397527),6321 MYSTIC FALLS DR,,FORT WORTH,76179,TARRANT,Registered Child-Care Home,12,1/6/12,3/2/22,2/7/22,1/6/12,Y,Full,,,,,,,,,,,,
1397668,4,The Young Shall Grow Daycare,The Young Shall Grow Daycare (1397668),16722 SHADYRIDGE DR,,TYLER,75703,SMITH,Licensed Child-Care Home,12,6/6/12,3/2/22,2/7/22,12/16/11,Y,Full,,,,,,,,,,,,
1397806,7,Peggy's Playhouse Childcare Center,Peggy's Playhouse Childcare Center (1397806),820 4TH ST,,BLANCO,78606,BLANCO,Licensed Center - Child Care Program,54,4/26/12,3/2/22,2/7/22,12/14/11,Y,Full,,,,,,,,,,,,
1397888,3,Mai Tram Thi Le,Mai Tram Thi Le (1397888),3118 RIDGEMOOR DR,,GARLAND,75044,DALLAS,Registered Child-Care Home,12,1/2/12,3/2/22,2/7/22,1/2/12,Y,Full,,,,,,,,,,,,
1397987,8,Dulcinea Spanish Learning Center,Dulcinea Spanish Learning Center (1397987),202 RECOLETA RD,,SAN ANTONIO,78216,BEXAR,Licensed Center - Child Care Program,61,12/3/12,3/2/22,2/7/22,12/9/11,Y,Full,,,,,,,,,,,,
1398466,9,Kid Town Daycare,Kid Town Daycare (1398466),1602 N BIG SPRING ST,,MIDLAND,79701,MIDLAND,Licensed Center - Child Care Program,49,6/26/12,3/2/22,2/7/22,5/18/20,Y,Full,,,,,,,,,,,,
1398509,6,Mary Immaculate Preschool,Mary Immaculate Preschool (1398509),5900 CHIPPEWA BLVD,,HOUSTON,77086,HARRIS,Licensed Center - Child Care Program,150,6/8/12,3/2/22,2/7/22,8/17/20,Y,Full,,,,,,,,,,,,
1398767,8,Tammy M.  Walker,Tammy M.  Walker (1398767),3601 GRANITE FLD,,SCHERTZ,78154,GUADALUPE,Registered Child-Care Home,8,2/17/12,3/2/22,2/7/22,8/18/20,Y,Full,,,,,,,,,,,,
1398847,3,Elizabeth Valdez,Elizabeth Valdez (1398847),4013 DOUBLE OAK LN,,IRVING,75061,DALLAS,Listed Family Home,3,1/25/12,3/2/22,2/7/22,1/25/12,Y,Full,,,,,,,,,,1/27/22,N,Closed
1399766,4,Woodland Hills Day School,Woodland Hills Day School (1399766),2105 E LOOP 281,,LONGVIEW,75605,GREGG,Licensed Center - Child Care Program,73,5/29/12,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
1399988,3,Dealey Child Care Center,Dealey Child Care Center (1399988),8190 WALNUT HILL LN,,DALLAS,75231,DALLAS,Licensed Center - Child Care Program,250,1/10/12,3/2/22,2/7/22,1/10/12,Y,Full,,,,,,,,,,,,
1400166,6,Children's Learning Adventure Child Care Center,Children's Learning Adventure Child Care Center (1400166),10001 BROADWAY ST,,PEARLAND,77584,BRAZORIA,Licensed Center - Child Care Program,646,8/6/12,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
1400187,11,Johnson's Day Care & Learning Center,Johnson's Day Care & Learning Center (1400187),2118 S JARVIS AVE,,LAREDO,78046,WEBB,Licensed Center - Child Care Program,84,2/1/12,3/2/22,2/7/22,8/10/20,Y,Full,,,,,,,,,,,,
1400391,3,Donna Reeds Childcare,Donna Reeds Childcare (1400391),106 W 7TH ST,,LINDSAY,76250,COOKE,Licensed Child-Care Home,12,7/5/12,3/2/22,2/7/22,1/16/12,Y,Full,,,,,,,,,,,,
1400667,10,Miriam  Contreras,Miriam  Contreras (1400667),3122 RED ORCHARD DR,,EL PASO,79938,EL PASO,Registered Child-Care Home,12,12/30/11,3/2/22,2/7/22,12/3/18,Y,Full,,,,,,,,,,,,
1401186,3,Yolanda Ogunfowote,Yolanda Ogunfowote (1401186),928 MANOR DR,,DESOTO,75115,DALLAS,Registered Child-Care Home,12,12/22/11,3/2/22,2/7/22,11/30/20,Y,Full,,,,,,,,,,,,
1401686,6,Primrose School at First Colony,Primrose School at First Colony (1401686),4605 AUSTIN PKWY,,SUGAR LAND,77479,FORT BEND,Licensed Center - Child Care Program,192,2/6/12,3/2/22,2/7/22,2/6/12,Y,Full,,,,,,,,,,,,
1401726,8,It's A Small World Nursery School,It's A Small World Nursery School (1401726),215 S MARKET,,GOLIAD,77963,GOLIAD,Licensed Center - Child Care Program,49,5/21/13,3/2/22,2/7/22,5/11/12,Y,Full,,,,,,,,,,,,
1401749,4,The Son Rise School,The Son Rise School (1401749),6539 F M 2011,,LONGVIEW,75603,GREGG,Licensed Center - Child Care Program,100,8/1/12,3/2/22,2/7/22,1/11/12,Y,Full,,,,,,,,,,,,
1401906,6,Bright Horizons Early Lrng Ctr @ 1505,Bright Horizons Early Lrng Ctr @ 1505 (1401906),1505 LOUISIANA ST,,HOUSTON,77002,HARRIS,Licensed Center - Child Care Program,223,7/18/12,3/2/22,2/7/22,8/24/20,Y,Full,,,,,,,,,,,,
1402447,6,Little Angel's School of Learning,Little Angel's School of Learning (1402447),17315 FM 529 RD,,HOUSTON,77095,HARRIS,Licensed Center - Child Care Program,91,6/13/12,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
1402486,8,Edith B. Hernandez,Edith B. Hernandez (1402486),5118 GALAHAD DR,,SAN ANTONIO,78218,BEXAR,Registered Child-Care Home,12,2/10/12,3/2/22,2/7/22,2/10/12,Y,Full,,,,,,,,,,,,
1402548,11,Genesis Learning Center,Genesis Learning Center (1402548),1144 N CENTRAL AVE,,BROWNSVILLE,78521,CAMERON,Licensed Center - Child Care Program,46,7/2/12,3/2/22,2/7/22,8/17/20,Y,Full,,,,,,,,,,,,
1402706,3,Virgil Harper,Virgil Harper (1402706),5641 WINDING WOODS TRL,,DALLAS,75227,DALLAS,Listed Family Home,3,1/20/12,3/2/22,2/7/22,3/2/20,Y,Full,,,,,,,,,,,,
1403386,10,Cradles & Crayons #4,Cradles & Crayons #4 (1403386),409 TALBOT AVE,STE A,CANUTILLO,79835,EL PASO,Licensed Center - Child Care Program,59,2/15/12,3/2/22,2/7/22,8/24/20,Y,Full,,,,,,,,,,,,
1403527,10,Building Blocks DayCare,Building Blocks DayCare (1403527),9104 COSMOS AVE,,EL PASO,79925,EL PASO,Licensed Child-Care Home,12,6/15/12,3/2/22,2/7/22,5/15/20,Y,Full,,,,,,,,,,,,
1403806,6,The Kidz Corner,The Kidz Corner (1403806),1904 N CLEVELAND ST,,DAYTON,77535,LIBERTY,Licensed Center - Child Care Program,154,9/28/12,3/2/22,2/7/22,12/1/11,Y,Full,,,,,,,,,,,,
1403866,11,Colors Daycare Center,Colors Daycare Center (1403866),906 W DALLAS AVE,,MCALLEN,78501,HIDALGO,Licensed Center - Child Care Program,97,2/10/12,3/2/22,2/7/22,4/13/20,Y,Full,,,,,,,,,,,,
1404026,6,Crossroads Early Learning  Center,Crossroads Early Learning  Center (1404026),12110 E SAM HOUSTON PKWY N,,HOUSTON,77044,HARRIS,Licensed Center - Child Care Program,160,8/17/12,3/2/22,2/7/22,2/21/12,Y,Full,,,,,,,,,,,,
1404126,6,Children's Island Paradise Daycare,Children's Island Paradise Daycare (1404126),11501 N SAM HOUSTON PKWY E,,HUMBLE,77396,HARRIS,Licensed Center - Child Care Program,68,7/6/12,3/2/22,2/7/22,1/19/12,Y,Full,,,,,,,,,,,,
1404128,11,"Framboyant Learning Center #1, INC","Framboyant Learning Center #1, INC (1404128)",2525 BUDDY OWENS AVE,,MCALLEN,78504,HIDALGO,Licensed Center - Child Care Program,153,1/24/12,3/2/22,2/7/22,1/4/21,Y,Full,,,,,,,,,,,,
1404306,6,Hue My Truong,Hue My Truong (1404306),3002 BROADMOOR DR,,SUGAR LAND,77478,FORT BEND,Registered Child-Care Home,12,2/14/12,3/2/22,2/7/22,2/14/12,Y,Full,,,,,,,,,,,,
1404367,6,The I School,The I School (1404367),26440 FM 1093 RD,,RICHMOND,77406,FORT BEND,Licensed Center - Child Care Program,180,6/20/12,3/2/22,2/7/22,1/2/12,Y,Full,,,,,,,,,,,,
1404407,4,"L & M Christian Daycare/Learning Center, II","L & M Christian Daycare/Learning Center, II (1404407)",1515 MARTIN LUTHER KING JR BL,,MARSHALL,75670,HARRISON,Licensed Center - Child Care Program,131,7/31/12,3/2/22,2/7/22,3/23/20,Y,Full,,,,,,,,,,,,
1404488,3,Zion Kidz Academy & Learning Center,Zion Kidz Academy & Learning Center (1404488),1004 N JEFFERSON ST,,LANCASTER,75146,DALLAS,Licensed Center - Child Care Program,123,8/28/12,3/2/22,2/7/22,2/28/12,Y,Full,,,,,,,,,,,,
1404793,6,Duc Dang Nguyen,Duc Dang Nguyen (1404793),13686 BONILLA LN,,HOUSTON,77083,HARRIS,Registered Child-Care Home,12,1/6/12,3/2/22,2/7/22,1/6/12,Y,Full,,,,,,,,,,,,
1404849,6,Attitude Respect N Manners Learning Center,Attitude Respect N Manners Learning Center (1404849),12289 W HOUSTON CENTER BLVD,STE 200,HOUSTON,77082,HARRIS,Licensed Center - Child Care Program,124,7/24/12,3/2/22,2/7/22,1/24/12,Y,Full,,,,,,,,,,,,
1405009,6,Blessed Child Daycare,Blessed Child Daycare (1405009),20806 CAMPHOR TREE DR,,KATY,77449,HARRIS,Licensed Child-Care Home,12,7/27/12,3/2/22,2/7/22,8/6/20,Y,Full,,,,,,,,,,,,
1405010,11,Ruth Abastta,Ruth Abastta (1405010),213 MARIGOLD CIR,,LAREDO,78046,WEBB,Registered Child-Care Home,10,1/20/12,3/2/22,2/7/22,5/4/20,Y,Full,,,,,,,,,,,,
1405187,2,Heartland Child Care of Early,Heartland Child Care of Early (1405187),1073 EARLY BLVD,,EARLY,76802,BROWN,Licensed Center - Child Care Program,60,1/9/12,3/2/22,2/7/22,1/9/12,Y,Full,,,,,,,,,,,,
1405448,6,Sherrie  Biscamp,Sherrie  Biscamp (1405448),929 HARVEST SALT LN,,LA MARQUE,77568,GALVESTON,Registered Child-Care Home,12,1/23/12,3/2/22,2/7/22,1/23/12,Y,Full,,,,,,,1/21/22,N,Closed,,,
1406226,6,Tin Thi Nguyen,Tin Thi Nguyen (1406226),6507 WINTER GARDEN CT,,HOUSTON,77083,HARRIS,Registered Child-Care Home,12,2/13/12,3/2/22,2/7/22,2/13/12,Y,Full,,,,,,,,,,,,
1406487,6,ABC Home,ABC Home (1406487),7106 ROOS RD,,HOUSTON,77074,HARRIS,Licensed Child-Care Home,12,6/27/12,3/2/22,2/7/22,2/22/21,Y,Full,,,,,,,,,,,,
1406746,3,Christys  Angels,Christys  Angels (1406746),11368 QUAIL RUN ST,,DALLAS,75238,DALLAS,Licensed Child-Care Home,12,8/8/12,3/2/22,2/7/22,2/15/12,Y,Full,,,,,,,,,,,,
1407046,11,Imagination Station Academy 3,Imagination Station Academy 3 (1407046),7097 N EXPRESSWAY 77,STE 6,OLMITO,78575,CAMERON,Licensed Center - Child Care Program,76,8/23/12,3/2/22,2/7/22,2/23/12,Y,Full,,,,,,,,,,,,
1407306,3,Kari Page,Kari Page (1407306),1418 NIGHTHAWK DR,,LITTLE ELM,75068,DENTON,Listed Family Home,3,1/24/12,3/2/22,2/7/22,1/14/21,Y,Full,,,,,,,,,,,,
1407606,4,Cuddle Bugs Learning Center,Cuddle Bugs Learning Center (1407606),12765 SH 64 E,,TYLER,75707,SMITH,Licensed Center - Child Care Program,51,1/18/13,3/2/22,2/7/22,5/5/20,Y,Full,,,,,,,,,,,,
1407846,3,"RARE Learning, Inc","RARE Learning, Inc (1407846)",2223 KINWEST PKWY,,IRVING,75063,DALLAS,Licensed Center - Child Care Program,26,7/11/12,3/2/22,2/7/22,6/7/21,Y,Full,,,,,,,,,,,,
1407847,3,"RARE Learning, Inc","RARE Learning, Inc (1407847)",201 RED RIVER TRL,,IRVING,75063,DALLAS,Licensed Center - Child Care Program,26,7/11/12,3/2/22,2/7/22,7/1/21,Y,Full,,,,,,,,,,,,
1409866,9,Kiddie Kollege Preschool,Kiddie Kollege Preschool (1409866),1919 N LEE AVE,,ODESSA,79761,ECTOR,Licensed Center - Child Care Program,119,8/29/12,3/2/22,2/7/22,4/21/20,Y,Full,,,,,,,,,,,,
1410086,3,Estella  Sloan,Estella  Sloan (1410086),1806 BERKELEY DR,,GLENN HEIGHTS,75154,DALLAS,Registered Child-Care Home,12,4/24/12,3/2/22,2/7/22,4/24/12,Y,Full,,,,,,,,,,,,
1410586,3,Eastside Child Development Center,Eastside Child Development Center (1410586),2000 S 1ST ST,,GARLAND,75041,DALLAS,Licensed Center - Child Care Program,58,7/25/12,3/2/22,2/7/22,8/31/21,Y,Full,,,,,,,,,,,,
1410811,11,Little People Too,Little People Too (1410811),1702 WASHINGTON ST,,LAREDO,78040,WEBB,Licensed Center - Child Care Program,50,3/28/12,3/2/22,2/7/22,6/26/20,Y,Full,,,,,,,,,,,,
1410812,11,Little People South,Little People South (1410812),2619 ROSARIO ST,,LAREDO,78043,WEBB,Licensed Center - Child Care Program,75,3/28/12,3/2/22,2/7/22,2/8/21,Y,Full,,,,,,,,,,,,
1410827,6,Sienna Kids Academy,Sienna Kids Academy (1410827),8717 SCANLAN TRCE,,MISSOURI CITY,77459,FORT BEND,Licensed Center - Child Care Program,223,7/10/12,3/2/22,2/7/22,7/15/20,Y,Full,,,,,,,,,,,,
1411186,11,Kiddie Kollege Learning Center,Kiddie Kollege Learning Center (1411186),1414 E. SANTA ROSA AVE. ,,EDCOUCH,78538,HIDALGO,Licensed Center - Child Care Program,56,4/19/13,3/2/22,2/7/22,2/18/21,Y,Full,,,,,,,,,,,,
1411482,6,Little Childrens Learning Center,Little Childrens Learning Center (1411482),1314 TURTLE CREEK DR,,MISSOURI CITY,77489,FORT BEND,Licensed Center - Child Care Program,96,7/16/12,3/2/22,2/7/22,7/16/12,Y,Full,,,,,,,,,,,,
1411587,6,Kinderland Daycare,Kinderland Daycare (1411587),10012 BISSONNET ST,,HOUSTON,77036,HARRIS,Licensed Center - Child Care Program,68,8/7/12,3/2/22,2/7/22,2/9/12,Y,Full,,,,,,,,,,,,
1411588,6,Linda Thuy Nguyen,Linda Thuy Nguyen (1411588),9014 DRAGONWOOD TRL,,HOUSTON,77083,FORT BEND,Registered Child-Care Home,12,1/30/12,3/2/22,2/7/22,4/3/20,Y,Full,,,,,,,,,,,,
1411646,8,Nelda Garza,Nelda Garza (1411646),133 WETZ,,SEGUIN,78155,GUADALUPE,Listed Family Home,3,3/15/12,3/2/22,2/7/22,3/15/12,Y,Full,,,,,,,,,,,,
1411907,11,Little Rascals Child Care,Little Rascals Child Care (1411907),3619 CEDAR AVE,,LAREDO,78040,WEBB,Licensed Child-Care Home,12,9/13/12,3/2/22,2/7/22,9/13/12,Y,Full,,,,,,,,,,,,
1412135,6,"A Positive Place Child Care, LLC","A Positive Place Child Care, LLC (1412135)",20815 HICKORY FARM DR,,KATY,77449,HARRIS,Licensed Child-Care Home,12,8/7/12,3/2/22,2/7/22,2/7/12,Y,Full,,,,,,,,,,,,
1412166,8,Norma Jean Trevino,Norma Jean Trevino (1412166),2606 MOSS BLUFF ST,,SAN ANTONIO,78232,BEXAR,Listed Family Home,3,1/25/12,3/2/22,2/7/22,1/25/12,Y,Full,,,,,,,,,,,,
1412192,6,Ha Thanh Nguyen,Ha Thanh Nguyen (1412192),12110 E MORGAN DR,,HOUSTON,77065,HARRIS,Registered Child-Care Home,12,2/24/12,3/2/22,2/7/22,2/24/12,Y,Full,,,,,,,,,,,,
1412287,3,Park South YMCA,Park South YMCA (1412287),2500 ROMINE AVE,,DALLAS,75215,DALLAS,Licensed Center - Child Care Program,200,5/21/13,3/2/22,2/7/22,6/1/20,Y,Full,,,,,,,,,,,,
1412806,1,My Little Playhouse,My Little Playhouse (1412806),511 W MAIN ST,,BROWNFIELD,79316,TERRY,Licensed Center - Child Care Program,100,2/29/12,3/2/22,2/7/22,3/1/12,Y,Full,,,,,,,,,,,,
1412831,11,Kids Kingdom,Kids Kingdom (1412831),5850 PADRE ISLAND HWY,,BROWNSVILLE,78521,CAMERON,Licensed Center - Child Care Program,109,9/6/12,3/2/22,2/7/22,9/3/20,Y,Full,,,,,,,,,,,,
1413186,7,Solid Rock Daycare,Solid Rock Daycare (1413186),704 HALE ST,,LEXINGTON,78947,LEE,Licensed Center - Child Care Program,47,7/5/12,3/2/22,2/7/22,1/31/12,Y,Full,,,,,,,,,,,,
1413206,8,Leslie's Home Daycare,Leslie's Home Daycare (1413206),211 LEGION DR E,,CONVERSE,78109,BEXAR,Licensed Child-Care Home,12,7/6/12,3/2/22,2/7/22,9/14/20,Y,Full,,,,,,,,,,,,
1413247,11,Cozy Place Child Care,Cozy Place Child Care (1413247),901 TRAVIS ST,STE 11,MISSION,78572,HIDALGO,Licensed Center - Child Care Program,52,4/12/13,3/2/22,2/7/22,4/17/12,Y,Full,,,,,,,,,,,,
1413408,3,Patricia Pickton,Patricia Pickton (1413408),3918 CEDARWOOD CT,,ARLINGTON,76017,TARRANT,Listed Family Home,3,2/16/12,3/2/22,2/7/22,6/30/21,Y,Full,,,,,,,1/21/22,N,Closed,,,
1413489-4591,11,After Hour Kid Power at Berlanga,After Hour Kid Power at Berlanga (1413489-4591),4120 CARROLL LN,,CORPUS CHRISTI,78411,NUECES,Licensed Center - School Age Program,55,8/10/12,3/2/22,2/7/22,11/16/20,Y,Full,,,,,,,,,,,,
1413627,6,Quality Home Child Care,Quality Home Child Care (1413627),7727 SOUTHMEADOW DR,,HOUSTON,77071,HARRIS,Licensed Child-Care Home,12,8/6/12,3/2/22,2/7/22,3/26/12,Y,Full,,,,,,,,,,,,
1413706,6,Denim and Diamonds Pre-School-Kids Klub,Denim and Diamonds Pre-School-Kids Klub (1413706),9309 HIGHWAY 75 S,STE 106,NEW WAVERLY,77358,WALKER,Licensed Center - Child Care Program,84,9/19/12,3/2/22,2/7/22,3/26/12,Y,Full,,,,,,,,,,,,
1414006,7,Little Wonders CDC,Little Wonders CDC (1414006),4612 TRIMMIER RD,,KILLEEN,76542,BELL,Licensed Center - Child Care Program,108,8/6/12,3/2/22,2/7/22,6/15/20,Y,Full,,,,,,,,,,,,
1414726,4,Candice Cave,Candice Cave (1414726),14896 7 LEAGUE RD,,TYLER,75703,SMITH,Listed Family Home,3,2/7/12,3/2/22,2/7/22,2/7/12,Y,Full,,,,,,,,,,,,
1415026,8,Chiefs Little Tots,Chiefs Little Tots (1415026),309 S GLENDALE ST,,HALLETTSVILLE,77964,LAVACA,Licensed Child-Care Home,12,5/9/13,3/2/22,2/7/22,5/9/13,Y,Full,,,,,,,,,,,,
1415349,1,Dawn Trujillo,Dawn Trujillo (1415349),8215 TEJAS TRL,,AMARILLO,79110,RANDALL,Registered Child-Care Home,12,3/21/12,3/2/22,2/7/22,5/10/21,Y,Full,,,,,,,,,,,,
1416526,10,Patty's Daycare,Patty's Daycare (1416526),1844 AGUA DULCE ST,,EL PASO,79936,EL PASO,Licensed Child-Care Home,12,9/11/12,3/2/22,2/7/22,2/3/12,Y,Full,,,,,,,,,,,,
1416566,6,Cindy's In Home Child Care,Cindy's In Home Child Care (1416566),18719 WONDER LAND WAY,,HOUSTON,77084,HARRIS,Licensed Child-Care Home,12,10/17/12,3/2/22,2/7/22,7/17/20,Y,Full,,,,,,,,,,,,
1416848,3,Joni Mackey,Joni Mackey (1416848),932 SYLVAN CREEK DR,,LEWISVILLE,75067,DENTON,Listed Family Home,3,2/16/12,3/2/22,2/7/22,3/13/14,Y,Full,,,,,,,,,,,,
1417367,11,Angel Keepers,Angel Keepers (1417367),1028 W AUSTIN AVE,,ALAMO,78516,HIDALGO,Licensed Center - Child Care Program,36,9/18/12,3/2/22,2/7/22,5/29/20,Y,Full,,,,,,,,,,,,
1417391,11,Building My Future Learning Center No. 2,Building My Future Learning Center No. 2 (1417391),2500 E DICKER RD,,HIDALGO,78557,HIDALGO,Licensed Center - Child Care Program,51,4/4/13,3/2/22,2/7/22,4/5/12,Y,Full,,,,,,,,,,,,
1417566,3,Le My Ta,Le My Ta (1417566),3517 STAMPEDE DR,,GARLAND,75044,DALLAS,Registered Child-Care Home,12,4/16/12,3/2/22,2/7/22,4/16/12,Y,Full,,,,,,,,,,,,
1417747,6,Little Stars Childcare Home,Little Stars Childcare Home (1417747),15502 LYNFORD CREST DR,,HOUSTON,77083,FORT BEND,Licensed Child-Care Home,12,9/19/12,3/2/22,2/7/22,3/19/12,Y,Full,,,,,,,,,,,,
1417786,11,Little Kingdom Learning Center,Little Kingdom Learning Center (1417786),14116 N ROOTH RD,UNIT B,EDINBURG,78541,HIDALGO,Licensed Center - Child Care Program,90,3/22/13,3/2/22,2/7/22,1/4/21,Y,Full,,,,,,,,,,,,
1417906-10751,10,A Place to Grow,A Place to Grow (1417906-10751),12001 TIERRA ESTE DR,,EL PASO,79938,EL PASO,Licensed Center - Child Care Program,192,2/26/13,3/2/22,2/7/22,5/18/20,Y,Full,,,,,,,,,,,,
1418466,3,Texas Childrens Academy,Texas Childrens Academy (1418466),4601 HAWKINS CEMETERY RD,,ARLINGTON,76017,TARRANT,Licensed Center - Child Care Program,128,9/6/12,3/2/22,2/7/22,3/9/12,Y,Full,,,,,,,,,,,,
1419646,10,Genie's Friends Day Care LLC,Genie's Friends Day Care LLC (1419646),11761 EDGEMERE BLVD,,EL PASO,79936,EL PASO,Licensed Center - Child Care Program,102,4/6/12,3/2/22,2/7/22,5/11/20,Y,Full,,,,,,,,,,,,
1421886,3,Bryans House,Bryans House (1421886),3610 PIPESTONE RD,,DALLAS,75212,DALLAS,Licensed Center - Child Care Program,136,4/13/12,3/2/22,2/7/22,9/21/20,Y,Full,,,,,,,,,,,,
1424146,10,Genie's Friends Daycare LLC,Genie's Friends Daycare LLC (1424146),10570 SHANNON PL,,EL PASO,79925,EL PASO,Licensed Center - Child Care Program,114,4/25/12,3/2/22,2/7/22,5/11/20,Y,Full,,,,,,,,,,,,
1424586,3,Misty Kenner,Misty Kenner (1424586),5800 PINE MEADOW LN,,MCKINNEY,75070,COLLIN,Listed Family Home,3,3/12/12,3/2/22,2/7/22,3/12/12,Y,Full,,,,,,,,,,,,
1424666,6,ABC Children's Academy #2,ABC Children's Academy #2 (1424666),9450 ROUND UP LN,,HOUSTON,77064,HARRIS,Licensed Center - Child Care Program,144,8/24/12,3/2/22,2/7/22,4/19/12,Y,Full,,,,,,,,,,,,
1424746,3,Tree House Academy,Tree House Academy (1424746),8001 MATLOCK RD,,ARLINGTON,76002,TARRANT,Licensed Center - Child Care Program,202,5/7/12,3/2/22,2/7/22,5/7/12,Y,Full,,,,,,,,,,,,
1424909,3,Richardson ISD - Mark Twain Elementary,Richardson ISD - Mark Twain Elementary (1424909),1200 LARKSPUR DR,,RICHARDSON,75081,DALLAS,Licensed Center - Before/After School Program,45,9/10/12,3/2/22,2/7/22,9/8/20,Y,Full,,,,,,,,,,,,
1425486,6,ABC Children's Learning Center,ABC Children's Learning Center (1425486),8385 ANTOINE DR,,HOUSTON,77088,HARRIS,Licensed Center - Child Care Program,105,9/28/12,3/2/22,2/7/22,4/20/20,Y,Full,,,,,,,,,,,,
1425666,6,Catita's Mini Daycare,Catita's Mini Daycare (1425666),4639 HAWK MEADOW DR,,KATY,77449,HARRIS,Licensed Child-Care Home,12,9/19/12,3/2/22,2/7/22,4/5/12,Y,Full,,,,,,,,,,,,
1425708,6,Lien Thi Phan,Lien Thi Phan (1425708),12034 CHRISTOPHERS WALK TRL,,HOUSTON,77089,HARRIS,Registered Child-Care Home,6,4/10/12,3/2/22,2/7/22,4/10/12,Y,Full,,,,,,,,,,,,
1426186,3,Loving Hearts Christian Academy Daycare,Loving Hearts Christian Academy Daycare (1426186),241 W MCCART ST,,KRUM,76249,DENTON,Licensed Center - Child Care Program,83,10/1/12,3/2/22,2/7/22,4/9/12,Y,Full,,,,,,,,,,,,
1427246,3,"Brighter Day Academy, LLC","Brighter Day Academy, LLC (1427246)",10453 N CENTRAL EXPY,,DALLAS,75231,DALLAS,Licensed Center - Child Care Program,68,6/7/13,3/2/22,2/7/22,5/23/12,Y,Full,,,,,,,,,,,,
1428146,6,Brooke's Learning Corner,Brooke's Learning Corner (1428146),8431 BIGWOOD ST,,HOUSTON,77078,HARRIS,Licensed Child-Care Home,12,10/16/12,3/2/22,2/7/22,4/24/12,Y,Full,,,,,,,,,,,,
1429087,3,Maria De Lourdes Hernandez,Maria De Lourdes Hernandez (1429087),2111 NORTHMOOR DR,,CARROLLTON,75006,DALLAS,Listed Family Home,3,4/26/12,3/2/22,2/7/22,7/28/20,Y,Full,,,,,,,,,,,,
1429306,1,My Little Playhouse 2,My Little Playhouse 2 (1429306),3628 50TH ST,,LUBBOCK,79413,LUBBOCK,Licensed Center - Child Care Program,143,10/5/12,3/2/22,2/7/22,4/2/12,Y,Full,,,,,,,,,,,,
