Operation Number,Operation Region,Operation Name,Address Line 1,Address Line 2,City,Zip Code,County,Operation Type,Capacity,Permit Issue Date,"Permit Status
3/1/2021","Operating Status
3/1/2021","Permit Status
3/6/2021","Operating Status
3/6/2021","Permit Status
3/13/2021","Operating Status
3/13/2021","Permit Status
3/20/2021","Operating Status
3/20/2021","Permit Status
3/27/2021","Operating Status
3/27/2021",,
1624531,6,Cam Nguyen,5118 E PAGEWICK DR,,HOUSTON,77041,HARRIS,Registered Child-Care Home,12,5/2/16,Full,Y,,,,,,,,,,
1624533,6,A Child's Reflection,875 S FRY RD,,KATY,77450,HARRIS,Licensed Center - Child Care Program,179,11/30/16,Full,Y,,,,,,,,,,
1624581,6,Kena  Vallian-Coleman,14333 PHILIPPINE ST,APT 1307,HOUSTON,77040,HARRIS,Registered Child-Care Home,11,6/20/16,Full,N,,,,,,,,,,
1624597,9,Creative Care Learning Center,3001 W ILLINOIS AVE,STE 5A,MIDLAND,79701,MIDLAND,Licensed Center - Child Care Program,49,9/27/16,Full,Y,,,,,,,,,,
1624625,7,Tiger Rock Martial Arts of Hutto,503 W FRONT ST,,HUTTO,78634,WILLIAMSON,Licensed Center - School Age Program,80,1/9/17,Full,Y,,,,,,,,,,
1624628,6,The Learning Experience,2435 ELDRIDGE PKWY S,,HOUSTON,77077,HARRIS,Licensed Center - Child Care Program,200,11/9/16,Full,Y,,,,,,,,,,
1624696,6,Hope Academy,1801 FM 528 RD,,WEBSTER,77598,HARRIS,Licensed Center - Child Care Program,68,12/14/16,Full,Y,,,,,,,,,,
1624702,1,DBS Kids LLC,4322 JUSTICE AVE,,LUBBOCK,79407,LUBBOCK,Licensed Center - Child Care Program,395,4/29/16,Full,Y,,,,,,,,,,
1624709,3,Brown's Early Discovery  School,550 W DANIELDALE RD,,DUNCANVILLE,75137,DALLAS,Licensed Center - Child Care Program,153,7/25/17,Full,Y,,,,,,,,,,
1624800,3,Kingdom Kids Preschool,220 E LIVE OAK ST,,DUBLIN,76446,ERATH,Licensed Center - Child Care Program,76,11/10/16,Full,Y,,,,,,,,,,
1624839,4,Handprints Child Care 14,3902 GILMER RD,,LONGVIEW,75604,GREGG,Licensed Center - Child Care Program,180,12/19/16,Full,Y,,,,,,,,,,
1624876,6,Dimples Childcare Learning Center,6720 HOMESTEAD RD,,HOUSTON,77028,HARRIS,Licensed Center - Child Care Program,40,6/2/17,Full,Y,,,,,,,,,,
1624881,7,Juanita Armstrong,1413 ESTHER BLVD,,BRYAN,77802,BRAZOS,Registered Child-Care Home,12,5/12/16,Full,Y,,,,,,,,,,
1624960,3,Kids Kampus Renfro,725 E RENFRO ST,,BURLESON,76028,JOHNSON,Licensed Center - Child Care Program,112,5/20/16,Full,Y,,,,,,,,,,
1624996,3,Kids Kampus Summercrest,1370 NW SUMMERCREST BLVD,,BURLESON,76028,JOHNSON,Licensed Center - Child Care Program,190,10/21/16,Full,Y,,,,,,,,,,
1625040,8,Comal ISD School Age Child Care - Specht Elementary,25815 OVERLOOK PKWY,,SAN ANTONIO,78260,BEXAR,Licensed Center - School Age Program,170,10/18/16,Full,Y,,,,,,,,N,,
1625065,5,Christus Wilton P. Hebert Health & Wellness Center,3030 NORTH ST,,BEAUMONT,77702,JEFFERSON,Licensed Center - School Age Program,100,6/2/17,Full,N,,,,,,,,,,
1625066,7,Sproutlets Learning Center,150 PENNY LN,,GEORGETOWN,78633,WILLIAMSON,Licensed Child-Care Home,12,10/20/16,Full,Y,,,,,,,,,,
1625068,11,Lil' Kidz Klub Daycare and Learning Center,2801 FREMONT ST,,LAREDO,78043,WEBB,Licensed Center - Child Care Program,32,12/13/16,Full,Y,,,,,,,,,,
1625076,3,Hai Thi Bui,115 CRESTVIEW DR,,ARLINGTON,76018,TARRANT,Registered Child-Care Home,12,7/8/16,Full,Y,,,,,,,,,,
1625097,3,Lil Hoot Owls Preschool,804 WHITEMARSH DR,,SAVANNAH,76227,DENTON,Licensed Child-Care Home,12,12/14/16,Full,N,,,,,Closed,,,,,
1625102,8,Aylissa Faber,5619 GINGER RISE,,SAN ANTONIO,78253,BEXAR,Listed Family Home,3,7/6/16,Full,Y,,,,,,,,,,
1625117,3,Gloria   Marshall,3917 E ROSEDALE ST,,FORT WORTH,76105,TARRANT,Listed Family Home,3,4/5/16,Full,N,,,,,,,,,,
1625220,4,Lollipop Kid Stop,802 FREEMAN ST,,DAINGERFIELD,75638,MORRIS,Licensed Center - Child Care Program,54,6/1/16,Full,Y,,,,,,,,,,
1625228,3,Legacy Learning Center,8227 FM 423,,FRISCO,75036,DENTON,Licensed Center - Child Care Program,297,11/9/16,Full,Y,,,,,,,,,,
1625231,11,Little Braves Child Care,2010 REDSKIN AVE,STE B,DONNA,78537,HIDALGO,Licensed Center - Child Care Program,49,12/6/16,Full,Y,,,,,,,,,,
1625258,11,Vicky's Academy Childcare Learning Center,211 E EXPRESSWAY 83,,PHARR,78577,HIDALGO,Licensed Center - Child Care Program,18,12/22/16,Full,Y,,,,,,,,,,
1625292,3,Country Acres Child Development Center,420 OLD DECATUR RD,,SAGINAW,76179,TARRANT,Licensed Center - Child Care Program,210,4/18/16,Full,Y,,,,,,,,,,
1625302,7,Austin Children's Garden,2208 S 3RD ST,,AUSTIN,78704,TRAVIS,Licensed Child-Care Home,12,12/12/16,Full,Y,,,,,,,,,,
1625303,2,Shannon Rees,5122 PROFESSIONAL DR,APT 101,WICHITA FALLS,76302,WICHITA,Listed Family Home,3,6/10/16,Full,Y,,,,,,,,,,
1625343,6,Itty Bitty Tots In Training II,7138 COLE CREEK DR,,HOUSTON,77092,HARRIS,Licensed Center - Child Care Program,47,12/6/16,Full,Y,,,,,,,,,,
1625416,3,Boots and Bows Child Care Center,1200 S WASHINGTON ST,,PILOT POINT,76258,DENTON,Licensed Center - Child Care Program,74,2/10/17,Full,Y,,,,,,,,,,
1625439,3,Wonderland Montessori Academy,1507 W HEBRON PKWY,,CARROLLTON,75010,DENTON,Licensed Center - Child Care Program,357,11/21/16,Full,Y,,,,,,,,,,
1625467,7,Brain Builders Learning Academy,2601 BACON RANCH RD,STE A101,KILLEEN,76542,BELL,Licensed Center - Child Care Program,54,11/22/16,Full,Y,,,,,,,,,,
1625618,7,Cynitha Crayton,7016 COLONY LOOP DR,,AUSTIN,78724,TRAVIS,Registered Child-Care Home,12,5/6/16,Full,Y,,,,,,,,,,
1625658,3,Jung  Sook Han,7861 SWENSON DR,,IRVING,75063,DALLAS,Registered Child-Care Home,12,5/18/16,Full,Y,,,,,,,,,,
1625680,3,Jessica Slaughter,105 INDIAN CRK,,ANNA,75409,COLLIN,Registered Child-Care Home,12,5/27/16,Full,Y,,,,,,,,,,
1625682,8,Little Angels Home Childcare,4603 WATERLEAF,,SAN ANTONIO,78247,BEXAR,Licensed Child-Care Home,12,12/20/16,Full,Y,,,,,,,,,,
1625703,6,Ky Thi Nguyen,13110 BENFORD DR,,HOUSTON,77099,HARRIS,Registered Child-Care Home,12,6/21/16,Full,Y,,,,,,,,,,
1625734,7,Cadence Academy,2101 E PARK ST,,CEDAR PARK,78613,WILLIAMSON,Licensed Center - Child Care Program,220,12/19/16,Full,Y,,,,,,,,,,
1625754,7,Kats Home Daycare,629 MAIRO ST,,AUSTIN,78748,TRAVIS,Licensed Child-Care Home,12,1/27/17,Full,,,,,,,,,,,
1625786,6,Smarty Pants Preschool & Daycare #2,13214 LONG GLEN DR,,HOUSTON,77039,HARRIS,Licensed Center - Child Care Program,101,11/23/16,Full,Y,,,,,,,,,,
1625811,3,Goddard School,3336 MAIN ST,,FRISCO,75033,DENTON,Licensed Center - Child Care Program,195,8/4/16,Full,Y,,,,,,,,,,
1625849,8,Valerie Lattimore,216 GOLDEN VIS,,CIBOLO,78108,GUADALUPE,Registered Child-Care Home,6,5/27/16,Full,Y,,,,,,,,,,
1625862,11,"Alphabet Playhouse Early Childhood Center, LLC",2349 E PRICE RD,,BROWNSVILLE,78521,CAMERON,Licensed Center - Child Care Program,175,12/1/16,Full,Y,,,,,,,,,,
1625868,7,Jennifer Lee Thompson,405 HUNTERS MEADOW DR,,LORENA,76655,MCLENNAN,Listed Family Home,3,4/15/16,Full,Y,,,,,,,,,,
1625876,3,Hong Thi Lam,3308 JAKES DR,,ARLINGTON,76014,TARRANT,Registered Child-Care Home,12,6/13/16,Full,Y,,,,,,,,,,
1625886,7,Martha Carlos,1905 BECK ST,,BRYAN,77803,BRAZOS,Listed Family Home,3,7/11/16,Full,Y,,,,,,,,,,
1625965,6,The W.I.D.E School,2777 DULLES AVE,,MISSOURI CITY,77459,FORT BEND,Licensed Center - Child Care Program,341,6/6/16,Full,Y,,,,,,,,,,
1625970,3,Nu Thi Nguyen,1509 WOLF CREEK DR,,ARLINGTON,76018,TARRANT,Registered Child-Care Home,12,7/5/16,Full,Y,,,,,,,,,,
1625986,8,"Ms. Roo's Little Critters, LLC",421 W 12TH ST,,SHINER,77984,LAVACA,Licensed Center - Child Care Program,44,6/23/17,Full,Y,,,,,,,,,,
1625994,1,Julia Faries,219 S 10TH ST,,MEMPHIS,79245,HALL,Registered Child-Care Home,12,6/29/16,Full,Y,,,,,,,,,,
1626041,6,A Plus Academy,5112A ANTOINE DR,,HOUSTON,77092,HARRIS,Licensed Center - Child Care Program,34,8/25/17,Full,N,,,,,,,,,,
1626073,3,Jasmine  Jinay Freeney,2933 TRES LOGOS LN,,DALLAS,75228,DALLAS,Registered Child-Care Home,12,6/20/16,Full,Y,,,,,,,,,,
1626081,10,Gloria Maria Clapsaddle,10416 APHRODITE DR,,EL PASO,79924,EL PASO,Listed Family Home,3,4/27/16,Full,Y,,,,,,,,,,
1626087,3,Little Steps Academy,5101 BRENTWOOD STAIR RD,,FORT WORTH,76112,TARRANT,Licensed Center - Child Care Program,37,12/21/16,Full,Y,,,,,,,,,,
1626133,3,Rising Stars Learning Center,826 N CROCKETT ST,,SHERMAN,75090,GRAYSON,Licensed Center - Child Care Program,24,6/20/17,Full,Y,,,,,,,,,,
1626145,3,Jefferson Little Learners Academy,1125 NANCY LN,,LANCASTER,75134,DALLAS,Licensed Child-Care Home,12,1/19/17,Full,Y,,,,,,,,,,
1626189,11,The Early Learning Academy,2009 N INTERNATIONAL BLVD,,WESLACO,78599,HIDALGO,Licensed Center - Child Care Program,59,6/9/17,Full,Y,,,,,,,,,,
1626233,7,RR Learning Center,507 N ROBINSON DR,,ROBINSON,76706,MCLENNAN,Licensed Center - Child Care Program,34,12/2/16,Full,Y,,,,,,,,,,
1626250,11,My Preschool & Child Development Center-Alameda,3046 S ALAMEDA ST,,CORPUS CHRISTI,78404,NUECES,Licensed Center - Child Care Program,91,11/3/16,Full,Y,,,,,,,,,,
1626350,11,Little Lambs Learning Center,119 W FAY ST,,EDINBURG,78539,HIDALGO,Licensed Center - Child Care Program,34,1/13/17,Full,N,,,,,,,,,,
1626363,11,Mari's Learning Center,208 W ARCADILO PADILLA ST,,ELSA,78543,HIDALGO,Licensed Center - Child Care Program,70,12/5/16,Full,Y,,,,,,,,,,
1626424,3,Dee Dee's Child Care,8125 TWIN OAKS TRL,,FORT WORTH,76134,TARRANT,Licensed Child-Care Home,12,3/24/17,Full,Y,,,,,,,,,,
1626435,8,Brenda Fuentes,10407 BRANCH POST,,SAN ANTONIO,78245,BEXAR,Registered Child-Care Home,12,6/10/16,Full,Y,,,,,,,,,,
1626436,3,Tomorrow's Future Learning Center,2138 MOTLEY DR,,MESQUITE,75150,DALLAS,Licensed Center - Child Care Program,116,6/23/16,Full,Y,,,,,,,,,,
1626455,6,YMCA Afterschool @ Valley Oaks,8390 WESTVIEW DR,,HOUSTON,77055,HARRIS,Licensed Center - Before/After School Program,120,12/30/16,Full,Y,,,,,,,,,,
1626498,2,Maurita Jo Jenkins,1838 GLENHAVEN DR,,ABILENE,79603,TAYLOR,Registered Child-Care Home,12,5/25/16,Full,Y,,,,,,,,,,
1626509,3,Laura Killough,210 MARTIN ST,,HONEY GROVE,75446,FANNIN,Listed Family Home,3,8/8/16,Full,Y,,,,,,,,,,
1626545,3,Mariah  Bannister,12240 LANGLEY HILL DR,,FORT WORTH,76244,TARRANT,Listed Family Home,3,5/13/16,Full,Y,,,,,,,,,,
1626664,6,Virginia's Noah Ark Childcare,2009 MERLE ST,,PASADENA,77502,HARRIS,Licensed Child-Care Home,12,12/6/16,Full,N,,,,,,,,,,
1626696,6,Cheryl  Wallace,5219 CAIRNLEIGH DR,,HOUSTON,77084,HARRIS,Registered Child-Care Home,12,6/20/16,Full,Y,,,,,,,,,,
1626703,1,Bright Minds Academy,912 CLYDE ST,,AMARILLO,79106,POTTER,Licensed Center - Child Care Program,49,12/22/16,Full,Y,,,,,,,,,,
1626753,3,Lake Forest Childcare,2228 CANYON PT,,MCKINNEY,75071,COLLIN,Licensed Child-Care Home,12,6/13/16,Full,Y,,,,,,,,,,
1626757,1,Amber Kelley,4805 53RD ST,,LUBBOCK,79414,LUBBOCK,Listed Family Home,3,5/12/16,Full,Y,,,,,,,,,,
1626777,3,Mother Goose Day Care Center,2102 PRAIRIE AVE,,FORT WORTH,76164,TARRANT,Licensed Center - Child Care Program,34,6/20/16,Full,Y,,,,,,,,,,
1626782,7,Swapna Kacham,4102 BISON BND,,CEDAR PARK,78613,WILLIAMSON,Registered Child-Care Home,12,6/20/16,Full,Y,,,,,,,,,,
1626785,7,This Little Piggy Academy,2716 ROBINSON DR,,WACO,76706,MCLENNAN,Licensed Center - Child Care Program,48,11/1/16,Full,Y,,,,,,,,,,
1626786,3,Beautiful Beginners Christian Academy #2,1600 PENNSYLVANIA AVE,,DALLAS,75215,DALLAS,Licensed Center - Child Care Program,35,12/13/16,Full,Y,,,,,,,,,,
1626874,3,Sherwood Montessori Academy,300 W GREENBRIAR LN,,COLLEYVILLE,76034,TARRANT,Licensed Center - Child Care Program,80,2/10/17,Full,Y,,,,,,,,,,
1626876,11,We Love R Kids Child Care & Learning,512 TOM GILL RD,STE C&D,PENITAS,78576,HIDALGO,Licensed Center - Child Care Program,23,12/7/16,Full,Y,,,,,,,,,,
1626881-9091,1,Kids are Cool Afterschool and Summer Camp,8701 UPLAND AVE,,LUBBOCK,79424,LUBBOCK,Licensed Center - School Age Program,140,12/5/16,Full,Y,,,,,,,,,,
1626890,3,KLA School of Flower Mound,4600 BRIDLEWOOD BLVD,,FLOWER MOUND,75028,DENTON,Licensed Center - Child Care Program,177,11/22/16,Full,Y,,,,,,,,,,
1626899,3,Pennys Child Care & Learning Center,7440 S WESTMORELAND RD,,DALLAS,75237,DALLAS,Licensed Center - Child Care Program,48,7/24/17,Full,Y,,,,,,,,,,
1626958,2,Diana Skelton,1613 DELWOOD DR,,BROWNWOOD,76801,BROWN,Registered Child-Care Home,12,6/20/16,Full,Y,,,,,,,,,,
1627023,6,Cuddling Kids Home Daycare,7307 WINDVINE DR,,HOUSTON,77072,HARRIS,Licensed Child-Care Home,12,12/20/16,Full,Y,,,,,,,,,,
1627061,1,Ms. Nance Little Angels,400 N 25 MILE AVE,STE 170,HEREFORD,79045,DEAFSMITH,Licensed Center - Child Care Program,21,12/15/16,Full,Y,,,,,,,,,,
1627072,3,Lil Annie's Daycare Academy,1740 W EVERMAN PKWY,,FORT WORTH,76134,TARRANT,Licensed Center - Child Care Program,115,8/17/17,Full,N,,,,,,,,,,
1627097,1,Linda Gail Gilliland,1700 AVENUE H NW,,CHILDRESS,79201,CHILDRESS,Listed Family Home,3,5/20/16,Full,Y,,,,,,,,,,
1627115,5,Sue Sue's,300 EDWARDS LOOP,,POLLOK,75969,ANGELINA,Licensed Child-Care Home,12,6/6/16,Full,Y,,,,,,,,,,
1627123,6,Hanh Thi Nguyen,6118 BRIAR TERRACE DR,,HOUSTON,77072,HARRIS,Registered Child-Care Home,12,5/25/16,Full,Y,,,,,,,,,,
1627149,10,Funstars Daycare & Learning Center,6601 S DESERT BLVD,STE 212,EL PASO,79932,EL PASO,Licensed Center - Child Care Program,123,12/12/16,Full,Y,,,,,,,,,,
1627150,3,"Fire House Kids, LLC",1591 S 9TH ST,,MIDLOTHIAN,76065,ELLIS,Licensed Center - Child Care Program,227,11/22/16,Full,Y,,,,,,,,,,
1627195,3,The Children's Preschool Center,1450 OLD GATE LN,STE 100,DALLAS,75218,DALLAS,Licensed Center - Child Care Program,134,9/1/16,Full,Y,,,,,,,,,,
1627217,7,Tiger Learning Center - Rockdale ISD,625 W BELTON AVE,,ROCKDALE,76567,MILAM,Licensed Center - Child Care Program,52,1/26/17,Full,Y,,,,,,,,,,
1627276,3,Small Miracles Academy-Mesquite Campus,2301 MESQUITE VALLEY RD,,MESQUITE,75149,DALLAS,Licensed Center - Child Care Program,150,1/25/17,Full,Y,,,,,,,,,,
1627298,6,Primrose School of Champions,16811 SHADOW VALLEY DR,,SPRING,77379,HARRIS,Licensed Center - Child Care Program,176,12/6/16,Full,Y,,,,,,,,,,
1627304,7,The Ivy International School,9511 N FM 620,,AUSTIN,78726,TRAVIS,Licensed Center - Child Care Program,119,5/31/16,Full,Y,,,,,,,,,,
1627317,3,Xplor,4601 HUFFINES BLVD,,FORT WORTH,76135,TARRANT,Licensed Center - Child Care Program,251,9/2/16,Full,Y,,,,,,,,,,
1627318,9,Silly Bug Learning Center,406 E AUSTIN ST,,KERMIT,79745,WINKLER,Licensed Center - Child Care Program,62,11/28/16,Full,Y,,,,,,,,,,
1627319,6,Xplor - Rhodes - Houston,21401 RHODES RD,,SPRING,77388,HARRIS,Licensed Center - Child Care Program,285,7/21/17,Full,N,,,,,,,,,,
1627357,11,Little Buddies Child Care Center,315 W SAUNDERS ST,,LAREDO,78041,WEBB,Licensed Center - Child Care Program,34,6/3/16,Full,N,,,,,,,,,,
1627364,3,Xplor,686 FM 1187 E,,CROWLEY,76036,TARRANT,Licensed Center - Child Care Program,274,7/1/16,Full,Y,,,,,,,,,,
1627372,3,Xplor,8350 PARKWOOD HILL BLVD,,FORT WORTH,76137,TARRANT,Licensed Center - Child Care Program,255,8/16/16,Full,N,,,,,,,,,,
1627378,3,Xplor,13900 SENDERA RANCH BLVD,,HASLET,76052,TARRANT,Licensed Center - Child Care Program,251,9/13/16,Full,Y,,,,,,,,,,
1627411,3,Castle Creek Christian Academy,4020 BRYCE LN,,FLOWER MOUND,75077,DENTON,Licensed Center - Child Care Program,170,9/16/16,Full,Y,,,,,,,,,,
1627434,6,The Goddard School,3655 BARKER CYPRESS RD,,HOUSTON,77084,HARRIS,Licensed Center - Child Care Program,156,11/28/16,Full,Y,,,,,,,,,,
1627439,3,Xplor,3601 MEADOWVIEW DR,,CORINTH,76210,DENTON,Licensed Center - Child Care Program,251,7/19/16,Full,Y,,,,,,,,,,
1627449,3,Xplor,4660 FM 2281,,LEWISVILLE,75056,DENTON,Licensed Center - Child Care Program,262,7/7/16,Full,N,,,,,,,,,,
1627465,7,Jamie's,13200 NUTTY BROWN RD,,AUSTIN,78737,HAYS,Licensed Child-Care Home,12,1/23/17,Full,Y,,,,,,,,,,
1627469,3,Xplor,2525 E TRINITY MILLS RD,,CARROLLTON,75006,DALLAS,Licensed Center - Child Care Program,255,8/15/16,Full,Y,,,,,,,,,,
1627506,2,Mary Chesser,2268 CR 215,,ABILENE,79602,CALLAHAN,Registered Child-Care Home,12,6/23/16,Full,Y,,,,,,,,,,
1627526,3,Xplor,1020 N WATTERS RD,,ALLEN,75013,COLLIN,Licensed Center - Child Care Program,261,2/22/17,Full,N,,,,,,,,,,
1627527,3,Xplor,3153 S STONEBRIDGE DR,,MCKINNEY,75070,COLLIN,Licensed Center - Child Care Program,250,8/1/16,Full,Y,,,,,,,,,,
1627546,11,The Little Club Development Center Inc.,1605 W GRIFFIN PKWY,,MISSION,78572,HIDALGO,Licensed Center - Child Care Program,363,6/29/16,Full,Y,,,,,,,,,,
1627551,8,Cynthia A Cutting,5930 OAK BLOSSOM,,SAN ANTONIO,78250,BEXAR,Registered Child-Care Home,6,7/6/16,Full,Y,,,,,,,,,,
1627558,6,Jenny McGinnes,11833 16TH ST,,SANTA FE,77510,GALVESTON,Listed Family Home,3,5/24/16,Full,Y,,,,,,,,,,
1627600,8,La Vernia Academy,7218 FM 775,,LA VERNIA,78121,WILSON,Licensed Center - Child Care Program,85,10/19/16,Full,Y,,,,,,,,,,
1627603,3,Kiddie Academy of Little Elm,2055 FM 423,,LITTLE ELM,75068,DENTON,Licensed Center - Child Care Program,188,11/4/16,Full,Y,,,,,,,,,,
1627604,6,Z1 Z2 Early Learning Center,23221 ALDINE WESTFIELD RD,,SPRING,77373,HARRIS,Licensed Center - Child Care Program,46,8/10/17,Full,Y,,,,,,,,,,
1627625,3,Childrens Center at Pizza Hut,7100 CORPORATE DR,,PLANO,75024,COLLIN,Licensed Center - Child Care Program,60,7/5/16,Full,Y,,,,,,,,,,
1627648,6,The Goddard School (The Greater Heights),777 W 23RD ST,,HOUSTON,77008,HARRIS,Licensed Center - Child Care Program,166,11/18/16,Full,Y,,,,,,,,,,
1627649,3,Ms. Cammy's Preschool,4812 WINTERVIEW DR,,MANSFIELD,76063,TARRANT,Licensed Child-Care Home,12,1/27/17,Full,Y,,,,,,,,,,
1627657,7,Busy Bee Academy,1116 HIGHWAY 71 W,,BASTROP,78602,BASTROP,Licensed Center - Child Care Program,130,1/12/17,Full,Y,,,,,,,,,,
1627730,6,Stepping Stones Academy,3806 AVENUE I,STE 24,ROSENBERG,77471,FORT BEND,Licensed Center - Child Care Program,76,12/27/16,Full,Y,,,,,,,,,,
1627733,7,Whole Life Learning,10801 OLD SAN ANTONIO RD,,AUSTIN,78748,TRAVIS,Licensed Center - Child Care Program,25,7/21/17,Full,Y,,,,,,,,,,
1627850,3,"B & 3Js Big Kidz Plaz, Inc",1201 W CAMP WISDOM RD,STE 320,DALLAS,75232,DALLAS,Licensed Center - Child Care Program,99,4/18/17,Initial,N,,,Closed,,,,,,,
1627862,11,Maria Guadalupe Rodriguez,301 SAN PABLO AVE,,LAREDO,78040,WEBB,Listed Family Home,0,6/6/16,Full,Y,,,,,,,,,,
1627863,7,Xplor Circle C- Austin,5915 LACROSSE AVE,,AUSTIN,78739,TRAVIS,Licensed Center - Child Care Program,306,2/27/17,Full,N,,,,,,,,,,
1627886,3,Knowledge Hub Learning & Day Care Center,4835 N OCONNOR RD,STE 208,IRVING,75062,DALLAS,Licensed Center - Child Care Program,30,9/8/17,Full,Y,,,,,,,,,,
1627890,7,Shelbey Lynne Sleeth,300 N THOMAS ST,,CALDWELL,77836,BURLESON,Listed Family Home,3,5/26/16,Full,Y,,,,,,,,,,
1627924,3,Joyous Montessori Keller,1685 KELLER PKWY,,KELLER,76248,TARRANT,Licensed Center - Child Care Program,238,2/17/17,Full,Y,,,,,,,,,,
1627930,7,Melanie Bowman,174 SAFFLE RD,,ROBINSON,76706,MCLENNAN,Registered Child-Care Home,12,6/20/16,Full,Y,,,,,,,,,,
1627951,7,Tanya Marie Armstrong,1705 PURPLE MARTIN CV,,COLLEGE STATION,77845,BRAZOS,Listed Family Home,3,5/24/16,Full,Y,,,,,,,,,,
1627963,9,Honey Bee's Cottage,1500 S MARSHALL ST,,MIDLAND,79701,MIDLAND,Licensed Child-Care Home,12,1/6/17,Full,Y,,,,,,,,,,
1627985,9,Glasscock County ISD Day Care,233 N BRYAN,,GARDEN CITY,79739,GLASSCOCK,Licensed Center - Child Care Program,12,12/20/16,Full,Y,,,,,,,,,,
1628024,6,Kim Ngan Nguyen,9035 WOLCOTT PARK LN,,HOUSTON,77075,HARRIS,Registered Child-Care Home,12,6/17/16,Full,Y,,,,,,,,,,
1628046,11,Patricia Quintana,1308 MARION ST,,LAREDO,78040,WEBB,Listed Family Home,0,6/6/16,Full,N,,,,,,,,,,
1628075,3,Wanda  Turner,10240 OAK BRANCH LN,,DALLAS,75227,DALLAS,Listed Family Home,0,5/24/16,Full,Y,,,,,,,,,,
1628081,7,Felica Ann Edwards,2310 BOTANICAL DR,,KILLEEN,76542,BELL,Listed Family Home,3,5/26/16,Full,Y,,,,,,,,,,
1628106,7,Mary Everett,1329 BUNRATTY CIR,,PFLUGERVILLE,78660,TRAVIS,Registered Child-Care Home,12,7/1/16,Full,Y,,,,,,,,,,
1628124,11,Apple Bee Learning Center LLC,7519 ROCIO DR,,LAREDO,78041,WEBB,Licensed Center - Child Care Program,144,6/21/16,Full,Y,,,,,,,,,,
1628184,7,Xplor Sam Bass,2700 SAM BASS RD,,ROUND ROCK,78681,WILLIAMSON,Licensed Center - Child Care Program,275,7/18/16,Full,N,,,,,,,,,,
1628185,7,Xplor Anderson Mill,9706 ANDERSON MILL RD,,AUSTIN,78750,WILLIAMSON,Licensed Center - Child Care Program,251,7/12/16,Full,N,,,,,,,,,,
1628186,7,Xplor Crystal Falls,906 CRYSTAL FALLS PKWY,,LEANDER,78641,WILLIAMSON,Licensed Center - Child Care Program,265,8/2/16,Full,Y,,,,,,,,,,
1628187,7,Xplor-Georgetown-Austin,520 BOOTYS CROSSING ROAD,,GEORGETOWN,78628,WILLIAMSON,Licensed Center - Child Care Program,236,10/12/16,Full,Y,,,,,,,,,,
1628196,6,Charlene Audrey Nealy,3722 PANTANO CT,,MISSOURI CITY,77459,FORT BEND,Registered Child-Care Home,12,6/17/16,Full,Y,,,,,,,,,,
1628222,11,Maria Del Pilar Areiza,618 MEADOWBROOK DR,,CORPUS CHRISTI,78412,NUECES,Listed Family Home,3,7/5/16,Full,Y,,,,,,,,,,
1628255,11,Fisher Kids Academy,742 S BENTSEN PALM DR,,PALMVIEW,78572,HIDALGO,Licensed Center - Child Care Program,63,7/20/17,Full,Y,,,,,,,,,,
1628268,2,Lupe  Gonzales,3225 S 13TH ST,,ABILENE,79605,TAYLOR,Listed Family Home,3,6/16/16,Full,Y,,,,,,,,,,
1628294,6,Joli G. Felton,7215 MEADOWGREEN LN,,NEEDVILLE,77461,FORT BEND,Listed Family Home,3,7/15/16,Full,Y,,,,,,,,,,
1628307,7,International Reggio Emilia Center,15102 CAVALIER CANYON DR,,LAKEWAY,78734,TRAVIS,Licensed Center - Child Care Program,25,12/15/16,Full,Y,,,,,,,,,,
1628333,5,Bright Beginnings Learning Center,1023 CHURCH ST,,VIDOR,77662,ORANGE,Licensed Center - Child Care Program,34,12/16/16,Full,Y,,,,,,,,,,
1628426,6,Genevieve  Martinez,5606 PINE GULCH CT,,HOUSTON,77049,HARRIS,Listed Family Home,3,6/16/16,Full,Y,,,,,,,,,,
1628447,7,TWINKLE TIME HOME CHILD CARE,3328 PERCH TRL,,ROUND ROCK,78665,WILLIAMSON,Licensed Child-Care Home,12,11/28/16,Full,Y,,,,,,,,,,
1628450,6,Ry Nguyen,7919 CRYSTAL MOON DR,,HOUSTON,77040,HARRIS,Registered Child-Care Home,12,6/20/16,Full,Y,,,,,,,,,,
1628496,1,Veronica Cardenas,2305 48TH ST,,LUBBOCK,79412,LUBBOCK,Registered Child-Care Home,12,8/8/16,Full,Y,,,,,,,,,,
1628505,8,"Carousel Childcare Center, LLC",143 POSTWOOD DR,,SAN ANTONIO,78228,BEXAR,Licensed Center - Child Care Program,35,1/6/17,Full,Y,,,,,,,,,,
1628525,3,Pre-School for Little Zebras,1211 BLANTON DR,,SHERMAN,75092,GRAYSON,Licensed Center - Child Care Program,26,8/8/17,Full,Y,,,,,,,,,,
1628543,7,"Kidz Korner Drop-In Child Care, LLC",21195B IH 35,STE 301,KYLE,78640,HAYS,Licensed Center - Child Care Program,34,12/30/16,Full,Y,,,,,,,,,,
1628547,6,Crayons and Kids Daycare,14514 PALOS PARK DR,,CYPRESS,77429,HARRIS,Licensed Child-Care Home,12,12/27/16,Full,Y,,,,,,,,,,
